,id,name,city,latitude,longitude,dpcapacity,online_date,date
289,313,Lakeview Ave & Fullerton Pkwy,Chicago,41.925858000000005,-87.638973,19,9/20/2013 10:42:10,2013-09-20 10:42:10
293,288,Larrabee St & Armitage Ave,Chicago,41.918084,-87.643749,11,9/12/2013 15:23:17,2013-09-12 15:23:17
295,48,Larrabee St & Kingsbury St,Chicago,41.897764,-87.642884,39,6/25/2013 11:20:37,2013-06-25 11:20:37
296,28,Larrabee St & Menomonee St,Chicago,41.91468,-87.64331999999999,15,6/22/2013 20:38:05,2013-06-22 20:38:05
297,27,Larrabee St & North Ave,Chicago,41.91021,-87.6435,19,6/22/2013 20:31:48,2013-06-22 20:31:48
299,144,Larrabee St & Webster Ave,Chicago ,41.921822,-87.64414000000001,19,7/19/2013 09:20:13,2013-07-19 09:20:13
300,40,LaSalle St & Adams St,Chicago,41.87934437346,-87.63198522129998,15,6/25/2013 01:44:12,2013-06-25 01:44:12
301,181,LaSalle St & Illinois St,Chicago,41.890755,-87.632009,31,7/19/2013 11:15:27,2013-07-19 11:15:27
302,283,LaSalle St & Jackson Blvd,Chicago,41.878170000000004,-87.631985,31,9/11/2013 15:53:40,2013-09-11 15:53:40
303,98,LaSalle St & Washington St,Chicago,41.882664,-87.63253,15,7/15/2013 14:41:02,2013-07-15 14:41:02
306,9,Leavitt St & Archer Ave,Chicago,41.82879201994,-87.6806044594,19,6/21/2013 09:33:32,2013-06-21 09:33:32
307,309,Leavitt St & Armitage Ave,Chicago,41.917805,-87.682437,11,9/19/2013 17:19:44,2013-09-19 17:19:44
308,311,Leavitt St & Lawrence Ave,Chicago,41.968885,-87.684001,19,9/20/2013 09:23:45,2013-09-20 09:23:45
309,213,Leavitt St & North Ave,Chicago,41.910153,-87.68229000000001,15,8/15/2013 11:42:31,2013-08-15 11:42:31
310,330,Lincoln Ave & Addison St,Chicago,41.946176,-87.67330799999999,19,9/25/2013 13:25:17,2013-09-25 13:25:17
311,298,Lincoln Ave & Belle Plaine Ave,Chicago,41.955927,-87.679259,15,9/18/2013 11:51:16,2013-09-18 11:51:16
312,131,Lincoln Ave & Belmont Ave,Chicago ,41.939365,-87.668385,15,7/18/2013 17:57:49,2013-07-18 17:57:49
313,152,Lincoln Ave & Diversey Pkwy,Chicago ,41.932225,-87.658617,15,7/19/2013 09:25:12,2013-07-19 09:25:12
314,127,Lincoln Ave & Fullerton Ave,Chicago ,41.925905,-87.64926,15,7/18/2013 17:55:24,2013-07-18 17:55:24
315,243,Lincoln Ave & Leavitt St,Chicago ,41.962391,-87.684146,15,8/21/2013 16:45:53,2013-08-21 16:45:53
316,230,Lincoln Ave & Roscoe St,Chicago,41.94334,-87.67097,19,8/19/2013 17:20:48,2013-08-19 17:20:48
317,257,Lincoln Ave & Waveland Ave,Chicago,41.94911,-87.675112,15,8/31/2013 12:17:05,2013-08-31 12:17:05
319,258,Logan Blvd & Elston Ave,Chicago,41.930584,-87.685126,19,8/31/2013 14:15:22,2013-08-31 14:15:22
321,146,Loomis St & Jackson Blvd,Chicago ,41.877945000000004,-87.66200699999999,11,7/19/2013 09:21:36,2013-07-19 09:21:36
322,320,Loomis St & Lexington St,Chicago,41.872187,-87.661501,19,9/20/2013 16:26:22,2013-09-20 16:26:22
323,19,Loomis St & Taylor St (*),Chicago,41.869417,-87.660996,16,6/22/2013 19:03:02,2013-06-22 19:03:02
329,58,Marshfield Ave & Cortland St,Chicago,41.916017,-87.668879,23,6/25/2013 11:57:51,2013-06-25 11:57:51
332,171,May St & Cullerton St,Chicago ,41.855136,-87.654127,11,7/19/2013 11:05:15,2013-07-19 11:05:15
333,22,May St & Taylor St,Chicago,41.8694821,-87.6554864,15,6/22/2013 19:09:14,2013-06-22 19:09:14
334,142,McClurg Ct & Erie St,Chicago ,41.894503,-87.61785400000001,31,7/18/2013 22:58:19,2013-07-18 22:58:19
335,26,McClurg Ct & Illinois St,Chicago,41.891020000000005,-87.6173,31,6/22/2013 20:28:13,2013-06-22 20:28:13
336,62,McCormick Place,Chicago,41.8513751729,-87.61883464889999,27,6/25/2013 12:13:09,2013-06-25 12:13:09
337,168,Michigan Ave & 14th St,Chicago ,41.864059000000005,-87.623727,19,7/19/2013 10:08:36,2013-07-19 10:08:36
338,273,Michigan Ave & 18th St,Chicago,41.857813,-87.62455,23,9/10/2013 09:13:27,2013-09-10 09:13:27
340,45,Michigan Ave & Congress Pkwy,Chicago,41.876243,-87.624426,15,6/25/2013 11:01:27,2013-06-25 11:01:27
341,284,Michigan Ave & Jackson Blvd,Chicago,41.87785,-87.62408,23,9/12/2013 09:21:22,2013-09-12 09:21:22
342,52,Michigan Ave & Lake St,Chicago,41.886024,-87.624117,31,6/25/2013 11:25:55,2013-06-25 11:25:55
343,197,Michigan Ave & Madison St,Chicago,41.882134,-87.625125,19,8/8/2013 11:27:29,2013-08-08 11:27:29
344,85,Michigan Ave & Oak St,Chicago,41.90096039,-87.62377664,23,6/26/2013 19:18:12,2013-06-26 19:18:12
345,25,Michigan Ave & Pearson St,Chicago,41.897659999999995,-87.62351,23,6/22/2013 20:26:32,2013-06-22 20:26:32
346,43,Michigan Ave & Washington St,Chicago,41.8838927658,-87.6246491409,43,6/25/2013 10:57:46,2013-06-25 10:57:46
347,145,Mies van der Rohe Way & Chestnut St,Chicago,41.898586651399995,-87.6219152258,19,7/19/2013 09:20:47,2013-07-19 09:20:47
348,173,Mies van der Rohe Way & Chicago Ave,Chicago ,41.89691,-87.62174300000001,15,7/19/2013 11:07:06,2013-07-19 11:07:06
350,90,Millennium Park,Chicago,41.8810317,-87.62408432,35,6/26/2013 19:51:57,2013-06-26 19:51:57
352,84,Milwaukee Ave & Grand Ave,Chicago,41.891578,-87.648384,19,6/26/2013 19:14:29,2013-06-26 19:14:29
353,222,Milwaukee Ave & Rockwell St,Chicago,41.920195,-87.693033,19,8/16/2013 15:04:55,2013-08-16 15:04:55
354,158,Milwaukee Ave & Wabansia Ave,Chicago ,41.912616,-87.681391,15,7/19/2013 09:40:25,2013-07-19 09:40:25
355,237,MLK Jr Dr & 29th St,Chicago,41.842052,-87.617,15,8/20/2013 16:56:22,2013-08-20 16:56:22
356,200,MLK Jr Dr & 47th St,Chicago,41.809851,-87.616279,11,8/10/2013 15:31:56,2013-08-10 15:31:56
360,179,MLK Jr Dr & Oakwood Blvd,Chicago,41.822559999999996,-87.61615,15,7/19/2013 11:12:55,2013-07-19 11:12:55
362,249,Montrose Harbor,Chicago,41.963982,-87.638181,31,8/22/2013 17:09:47,2013-08-22 17:09:47
363,137,Morgan Ave & 14th Pl,Chicago ,41.862378,-87.651062,15,7/18/2013 22:54:11,2013-07-18 22:54:11
364,14,Morgan St & 18th St,Chicago,41.858086,-87.651073,15,6/22/2013 18:33:34,2013-06-22 18:33:34
365,280,Morgan St & 31st St,Chicago,41.8378,-87.65114,11,9/11/2013 11:50:00,2013-09-11 11:50:00
366,71,Morgan St & Lake St,Chicago,41.8854833079,-87.6523048564,23,6/25/2013 12:55:12,2013-06-25 12:55:12
368,241,Morgan St & Polk St,Chicago ,41.871736999999996,-87.65103,15,8/21/2013 11:57:13,2013-08-21 11:57:13
370,29,Noble St & Milwaukee Ave,Chicago,41.90068,-87.6626,15,6/22/2013 20:52:28,2013-06-22 20:52:28
372,209,Normal Ave & Archer Ave,Chicago,41.849527,-87.640591,11,8/14/2013 13:18:54,2013-08-14 13:18:54
376,54,Ogden Ave & Chicago Ave,Chicago,41.896362458,-87.65406127290001,19,6/25/2013 11:28:47,2013-06-25 11:28:47
377,122,Ogden Ave & Congress Pkwy,Chicago,41.875009999999996,-87.67328,15,7/18/2013 17:23:07,2013-07-18 17:23:07
378,186,Ogden Ave & Race Ave,Chicago,41.891795,-87.658751,15,7/27/2013 13:03:31,2013-07-27 13:03:31
381,23,Orleans St & Elm St (*),Chicago,41.902924,-87.637715,16,6/22/2013 20:20:34,2013-06-22 20:20:34
382,100,Orleans St & Merchandise Mart Plaza,Chicago,41.888243,-87.63639,31,7/15/2013 17:26:19,2013-07-15 17:26:19
383,212,Orleans St & Ohio St,Chicago,41.892154,-87.636928,23,8/14/2013 17:16:56,2013-08-14 17:16:56
384,16,Paulina Ave & North Ave,Chicago,41.910337,-87.67007199999999,15,6/22/2013 18:55:29,2013-06-22 18:55:29
385,205,Paulina St & 18th St,Chicago,41.857901,-87.668745,15,8/13/2013 16:01:13,2013-08-13 16:01:13
387,297,Paulina St & Montrose Ave,Chicago,41.961507,-87.671387,15,9/18/2013 11:00:26,2013-09-18 11:00:26
388,134,Peoria St & Jackson Blvd,Chicago,41.877749,-87.649633,19,7/18/2013 22:48:24,2013-07-18 22:48:24
392,254,Pine Grove Ave & Irving Park Rd,Chicago,41.954383,-87.648043,15,8/31/2013 09:03:15,2013-08-31 09:03:15
393,232,Pine Grove Ave & Waveland Ave,Chicago,41.949275,-87.646303,23,8/20/2013 11:09:28,2013-08-20 11:09:28
395,204,Prairie Ave & Garfield Blvd,Chicago,41.794853,-87.618691,15,8/13/2013 15:14:35,2013-08-13 15:14:35
402,136,Racine Ave & 13th St,Chicago ,41.865054,-87.656959,15,7/18/2013 22:52:50,2013-07-18 22:52:50
403,274,Racine Ave & 15th St,Chicago,41.861267,-87.656625,15,9/10/2013 10:45:55,2013-09-10 10:45:55
404,15,Racine Ave & 18th St,Chicago,41.858166,-87.65649499999999,15,6/22/2013 18:35:45,2013-06-22 18:35:45
408,226,Racine Ave & Belmont Ave,Chicago,41.939743,-87.658865,15,8/19/2013 09:29:55,2013-08-19 09:29:55
409,32,Racine Ave & Congress Pkwy,Chicago,41.87464,-87.65703,19,6/22/2013 21:00:28,2013-06-22 21:00:28
410,87,Racine Ave & Fullerton Ave,Chicago,41.92556258,-87.65840426,19,6/26/2013 19:36:13,2013-06-26 19:36:13
412,88,Racine Ave & Randolph St,Chicago,41.884069000000004,-87.656853,19,6/26/2013 19:44:56,2013-06-26 19:44:56
413,343,Racine Ave & Wrightwood Ave,Chicago,41.928886999999996,-87.658971,15,10/3/2013 15:54:25,2013-10-03 15:54:25
414,217,Racine Ave (May St) & Fulton St,Chicago,41.886926,-87.65691899999999,15,8/15/2013 15:14:03,2013-08-15 15:14:03
417,314,Ravenswood Ave & Berteau Ave,Chicago,41.957921,-87.673567,15,9/20/2013 11:56:03,2013-09-20 11:56:03
418,244,Ravenswood Ave & Irving Park Rd,Chicago,41.95469,-87.67393,19,8/22/2013 09:49:19,2013-08-22 09:49:19
419,344,Ravenswood Ave & Lawrence Ave,Chicago,41.96909,-87.674237,39,10/3/2013 16:21:06,2013-10-03 16:21:06
420,238,Ravenswood Ave & Montrose Ave (*),Chicago,41.961615,-87.67436500000001,16,8/21/2013 09:51:05,2013-08-21 09:51:05
421,263,Rhodes Ave & 32nd St,Chicago,41.836208,-87.61353299999999,11,9/3/2013 13:47:37,2013-09-03 13:47:37
425,180,Ritchie Ct & Banks St,Chicago,41.906782,-87.626402,15,7/19/2013 11:14:24,2013-07-19 11:14:24
427,172,Rush St & Cedar St,Chicago,41.90230870122,-87.62769052799999,11,7/19/2013 11:05:50,2013-07-19 11:05:50
428,125,Rush St & Hubbard St,Chicago,41.890011,-87.626293,15,7/18/2013 17:53:37,2013-07-18 17:53:37
429,161,Rush St & Superior St,Chicago,41.89576474564,-87.62590803270001,23,7/19/2013 10:00:11,2013-07-19 10:00:11
432,233,Sangamon St & Washington Blvd (*),Chicago,41.883004,-87.65114799999999,16,8/20/2013 11:46:11,2013-08-20 11:46:11
434,111,Sedgwick St & Huron St,Chicago,41.894666,-87.638437,19,7/18/2013 16:52:38,2013-07-18 16:52:38
435,118,Sedgwick St & North Ave,Chicago,41.911386,-87.638677,19,7/18/2013 17:20:42,2013-07-18 17:20:42
436,236,Sedgwick St & Schiller St,Chicago,41.905664,-87.63851700000001,15,8/20/2013 16:12:39,2013-08-20 16:12:39
437,143,Sedgwick St & Webster Ave,Chicago ,41.922167,-87.638888,15,7/19/2013 09:19:42,2013-07-19 09:19:42
439,308,Seeley Ave & Roscoe St,Chicago,41.943403,-87.679618,11,9/19/2013 16:55:13,2013-09-19 16:55:13
440,3,Shedd Aquarium,Chicago,41.86722595682,-87.61535539020001,31,6/10/2013 10:44:48,2013-06-10 10:44:48
441,67,Sheffield Ave & Fullerton Ave,Chicago,41.9256018819,-87.6537080423,19,6/25/2013 12:23:48,2013-06-25 12:23:48
442,20,Sheffield Ave & Kingsbury St,Chicago,41.910522,-87.65310600000001,15,6/22/2013 19:04:58,2013-06-22 19:04:58
443,114,Sheffield Ave & Waveland Ave,Chicago,41.949399,-87.65452900000001,27,7/18/2013 17:17:44,2013-07-18 17:17:44
444,327,Sheffield Ave & Webster Ave,Chicago,41.92154,-87.653818,19,9/23/2013 15:05:38,2013-09-23 15:05:38
445,115,Sheffield Ave & Wellington Ave,Chicago,41.936265999999996,-87.652662,23,7/18/2013 17:18:45,2013-07-18 17:18:45
446,93,Sheffield Ave & Willow St,Chicago,41.913688,-87.652855,15,6/27/2013 11:41:25,2013-06-27 11:41:25
447,302,Sheffield Ave & Wrightwood Ave,Chicago,41.928712,-87.65383299999999,19,9/18/2013 16:55:36,2013-09-18 16:55:36
448,306,Sheridan Rd & Buena Ave,Chicago,41.958494,-87.654966,15,9/19/2013 15:36:55,2013-09-19 15:36:55
449,354,Sheridan Rd & Greenleaf Ave,Chicago,42.010586562840004,-87.66241209479999,15,12/31/2013 14:09:18,2013-12-31 14:09:18
450,240,Sheridan Rd & Irving Park Rd,Chicago,41.954245,-87.65440600000001,27,8/21/2013 11:07:27,2013-08-21 11:07:27
451,323,Sheridan Rd & Lawrence Ave,Chicago,41.969516999999996,-87.654691,15,9/21/2013 11:30:42,2013-09-21 11:30:42
453,231,Sheridan Rd & Montrose Ave,Chicago,41.96167,-87.65464,23,8/20/2013 10:12:01,2013-08-20 10:12:01
457,247,Shore Dr & 55th St,Chicago,41.795212,-87.580715,19,8/22/2013 12:50:56,2013-08-22 12:50:56
460,12,South Shore Dr & 71st St,Chicago,41.7664094567,-87.5656875719,15,6/21/2013 10:00:22,2013-06-21 10:00:22
462,154,Southport Ave & Belmont Ave,Chicago ,41.93949,-87.66378,15,7/19/2013 09:34:49,2013-07-19 09:34:49
463,292,Southport Ave & Clark St,Chicago,41.957081,-87.664199,11,9/13/2013 14:55:22,2013-09-13 14:55:22
464,307,Southport Ave & Clybourn Ave,Chicago,41.920771,-87.663712,15,9/19/2013 16:30:42,2013-09-19 16:30:42
465,318,Southport Ave & Irving Park Rd,Chicago,41.954177,-87.664358,15,9/20/2013 14:56:02,2013-09-20 14:56:02
466,229,Southport Ave & Roscoe St,Chicago,41.943739,-87.66402,19,8/19/2013 16:10:33,2013-08-19 16:10:33
467,227,Southport Ave & Waveland Ave,Chicago,41.94815,-87.66394,15,8/19/2013 13:15:07,2013-08-19 13:15:07
468,153,Southport Ave & Wellington Ave,Chicago ,41.935733,-87.663576,19,7/19/2013 09:34:14,2013-07-19 09:34:14
469,190,Southport Ave & Wrightwood Ave,Chicago,41.928773,-87.663913,15,8/5/2013 09:36:46,2013-08-05 09:36:46
472,211,St. Clair St & Erie St,Chicago,41.894448,-87.622663,19,8/14/2013 16:32:44,2013-08-14 16:32:44
474,178,State St & 19th St,Chicago ,41.856594,-87.627542,15,7/19/2013 11:10:45,2013-07-19 11:10:45
475,193,State St & 29th St,Chicago,41.841707,-87.626938,15,8/6/2013 14:08:27,2013-08-06 14:08:27
476,148,State St & 33rd St,Chicago ,41.834734000000005,-87.625813,11,7/19/2013 09:22:41,2013-07-19 09:22:41
477,184,State St & 35th St,Chicago,41.83104,-87.62688,19,7/21/2013 07:52:49,2013-07-21 07:52:49
480,5,State St & Harrison St,Chicago,41.874053,-87.627716,23,6/10/2013 10:46:54,2013-06-10 10:46:54
481,47,State St & Kinzie St,Chicago,41.889187,-87.62775400000001,31,6/25/2013 11:04:38,2013-06-25 11:04:38
482,106,State St & Pearson St,Chicago,41.897448,-87.628722,27,7/18/2013 15:59:44,2013-07-18 15:59:44
484,44,State St & Randolph St,Chicago,41.884730200599996,-87.6277335692,27,6/25/2013 10:59:05,2013-06-25 10:59:05
485,33,State St & Van Buren St,Chicago,41.877181,-87.627844,27,6/22/2013 21:06:44,2013-06-22 21:06:44
486,185,Stave St & Armitage Ave,Chicago,41.917741,-87.69139200000001,11,7/26/2013 10:32:39,2013-07-26 10:32:39
487,264,Stetson Ave & South Water St,Chicago,41.886835,-87.62232,19,9/3/2013 15:12:30,2013-09-03 15:12:30
488,324,Stockton Dr & Wrightwood Ave,Chicago,41.93132,-87.63874200000001,15,9/21/2013 11:55:45,2013-09-21 11:55:45
489,95,Stony Island Ave & 64th St,Chicago,41.77870057128,-87.58678761790001,15,6/27/2013 13:58:11,2013-06-27 13:58:11
490,102,Stony Island Ave & 67th St,Chicago,41.77345849948,-87.5853397391,11,7/16/2013 01:28:00,2013-07-16 01:28:00
492,270,Stony Island Ave & 75th St,Chicago,41.758669670399996,-87.586882871,15,9/5/2013 14:16:18,2013-09-05 14:16:18
495,35,Streeter Dr & Grand Ave,Chicago,41.892278000000005,-87.612043,47,6/22/2013 21:12:15,2013-06-22 21:12:15
497,177,Theater on the Lake,Chicago ,41.926277,-87.630834,23,7/19/2013 11:09:45,2013-07-19 11:09:45
505,72,Wabash Ave & 16th St,Chicago,41.860384,-87.625813,31,6/25/2013 12:56:47,2013-06-25 12:56:47
508,321,Wabash Ave & 8th St,Chicago,41.871961999999996,-87.62610600000001,19,9/20/2013 16:37:53,2013-09-20 16:37:53
509,39,Wabash Ave & Adams St,Chicago,41.87947235235,-87.6256886059,23,6/25/2013 01:44:07,2013-06-25 01:44:07
510,42,Wabash Ave & Cermak Rd,Chicago,41.852619,-87.626488,11,6/25/2013 07:38:55,2013-06-25 07:38:55
511,199,Wabash Ave & Grand Ave,Chicago,41.890912,-87.626804,15,8/8/2013 12:26:15,2013-08-08 12:26:15
512,59,Wabash Ave & Roosevelt Rd,Chicago,41.867227,-87.625961,23,6/25/2013 12:06:41,2013-06-25 12:06:41
513,194,Wabash Ave & Wacker Pl,Chicago,41.886875,-87.62603,19,8/7/2013 14:01:37,2013-08-07 14:01:37
514,18,Wacker Dr & Washington St,Chicago,41.88327159253,-87.63731328690001,19,6/22/2013 19:00:47,2013-06-22 19:00:47
515,278,Wallace St & 35th St,Chicago,41.830628999999995,-87.64129,15,9/10/2013 15:57:33,2013-09-10 15:57:33
520,218,Wells St & 19th St,Chicago,41.856802,-87.63387900000001,11,8/15/2013 16:21:27,2013-08-15 16:21:27
521,289,Wells St & Concord Ln,Chicago,41.912133000000004,-87.634656,19,9/13/2013 09:46:47,2013-09-13 09:46:47
522,182,Wells St & Elm St,Chicago,41.903222,-87.63432399999999,23,7/20/2013 12:38:04,2013-07-20 12:38:04
523,291,Wells St & Evergreen Ave,Chicago,41.906724,-87.63483000000001,19,9/13/2013 12:11:25,2013-09-13 12:11:25
524,53,Wells St & Huron St,Chicago,41.894729,-87.634371,27,6/25/2013 11:27:09,2013-06-25 11:27:09
525,175,Wells St & Polk St,Chicago ,41.872596,-87.63350200000001,19,7/19/2013 11:08:18,2013-07-19 11:08:18
526,46,Wells St & Walton St,Chicago,41.89993001,-87.63443007,19,6/25/2013 11:03:15,2013-06-25 11:03:15
527,132,Wentworth Ave & 24th St,Chicago ,41.849237,-87.631715,15,7/18/2013 17:58:22,2013-07-18 17:58:22
531,120,Wentworth Ave & Archer Ave,Chicago,41.853605,-87.631886,23,7/18/2013 17:21:53,2013-07-18 17:21:53
532,203,Western Ave & 21st St,Chicago,41.85394,-87.685243,15,8/13/2013 11:55:27,2013-08-13 11:55:27
533,281,Western Ave & 24th St,Chicago,41.84847,-87.685109,11,9/11/2013 12:09:03,2013-09-11 12:09:03
536,305,Western Ave & Division St,Chicago,41.902893,-87.687275,15,9/19/2013 12:55:44,2013-09-19 12:55:44
539,239,Western Ave & Leland Ave,Chicago,41.966555,-87.688487,19,8/21/2013 10:50:20,2013-08-21 10:50:20
543,116,Western Ave & Winnebago Ave,Chicago,41.91552,-87.687022,15,7/18/2013 17:19:17,2013-07-18 17:19:17
545,117,Wilton Ave & Belmont Ave,Chicago,41.94018,-87.65304,23,7/18/2013 17:20:00,2013-07-18 17:20:00
546,13,Wilton Ave & Diversey Pkwy,Chicago,41.932418,-87.65270500000001,27,6/22/2013 18:29:48,2013-06-22 18:29:48
549,342,Wolcott Ave & Polk St,Chicago,41.871262,-87.673688,15,10/3/2013 15:04:54,2013-10-03 15:04:54
551,17,Wood St & Division St,Chicago,41.90332,-87.67273,15,6/22/2013 18:58:29,2013-06-22 18:58:29
552,285,Wood St & Hubbard St,Chicago,41.889587,-87.67195600000001,19,9/12/2013 10:22:36,2013-09-12 10:22:36
553,61,Wood St & Milwaukee Ave,Chicago,41.907655,-87.672552,19,6/25/2013 12:09:07,2013-06-25 12:09:07
554,317,Wood St & Taylor St,Chicago,41.869153999999995,-87.67104499999999,23,9/20/2013 14:44:29,2013-09-20 14:44:29
555,248,Woodlawn Ave & 55th St,Chicago,41.795264,-87.596471,19,8/22/2013 14:31:48,2013-08-22 14:31:48
